Region	Country	VisualBucket	percent	naming pool	naming split
UEFA	Spain	Andean	3	Ecuador 0.45, Peru 0.30, Bolivia 0.15, Colombia 0.10	LOCAL_HERITAGE 0.42, HERITAGE_HERITAGE 0.53, LOCAL_LOCAL 0.04, HERITAGE_LOCAL 0.01
UEFA	Spain	MesoAmericaMestizo	2	Honduras 0.35, Mexico 0.20, Nicaragua 0.20, El Salvador 0.15, Dominican Republic 0.10	LOCAL_HERITAGE 0.42, HERITAGE_HERITAGE 0.53, LOCAL_LOCAL 0.04, HERITAGE_LOCAL 0.01
UEFA	Spain	AfricaWest	4	Senegal 0.4, Mali 0.25, Nigeria 0.25, Guinea 0.1	LOCAL_HERITAGE 0.38, HERITAGE_HERITAGE 0.57, LOCAL_LOCAL 0.04, HERITAGE_LOCAL 0.01
UEFA	Spain	AfroCaribbean	3	Dominican Republic 0.63, Cuba 0.35	LOCAL_HERITAGE 0.40, HERITAGE_HERITAGE 0.55, LOCAL_LOCAL 0.04, HERITAGE_LOCAL 0.01
UEFA	Portugal	EuroIberian	64	Portugal 1.00	LOCAL_LOCAL 0.95, DOUBLE_SURNAME_LOCAL_LOCAL 0.03, COMPOUND_GIVEN_LOCAL_LOCAL 0.02
UEFA	Portugal	AfricaWest	16	Angola 0.30, Guinea 0.10, Cape Verde 0.20, Senegal 0.25, Mali 0.15	LOCAL_HERITAGE 0.36, HERITAGE_HERITAGE 0.59, LOCAL_LOCAL 0.04, HERITAGE_LOCAL 0.01
UEFA	Portugal	AfricaSouth	4	Mozambique 0.27, Portugal 0.10, Cape Verde 0.05	LOCAL_HERITAGE 0.36, HERITAGE_HERITAGE 0.59, LOCAL_LOCAL 0.04, HERITAGE_LOCAL 0.01
UEFA	Portugal	AfroCaribbean	4	Cape Verde 0.80,  Portugal 0.20	LOCAL_HERITAGE 0.36, HERITAGE_HERITAGE 0.59, LOCAL_LOCAL 0.04, HERITAGE_LOCAL 0.01
UEFA	Portugal	Brazil Pardo	6	Brazil 0.90, Portugal 0.10	LOCAL_HERITAGE 0.40, HERITAGE_HERITAGE 0.55, LOCAL_LOCAL 0.04, HERITAGE_LOCAL 0.01
UEFA	Portugal	AfricaNorth	3	Morocco 0.70, Algeria 0.20, Tunisia 0.10	LOCAL_HERITAGE 0.42, HERITAGE_HERITAGE 0.53, LOCAL_LOCAL 0.04, HERITAGE_LOCAL 0.01
UEFA	Portugal	SouthAmericaNorth	3	Venezuela 0.40, Colombia 0.25, Brazil 0.20, Argentina 0.15	LOCAL_HERITAGE 0.42, HERITAGE_HERITAGE 0.53, LOCAL_LOCAL 0.04, HERITAGE_LOCAL 0.01
UEFA	Italy	EuroItaMed	68	Italy 0.90, Swiss Italian 0.04, Slovenia 0.03, Croatia 0.03	LOCAL_LOCAL 0.95, DOUBLE_SURNAME_LOCAL_LOCAL 0.03, COMPOUND_GIVEN_LOCAL_LOCAL 0.02
UEFA	Italy	EuroCentral	7	Italy 0.72, Austria 0.13, Swiss German 0.10, Germany 0.05	LOCAL_LOCAL 0.95, DOUBLE_SURNAME_LOCAL_LOCAL 0.03, COMPOUND_GIVEN_LOCAL_LOCAL 0.02
UEFA	Italy	AfricaNorth	8	Morocco 0.55, Tunisia 0.25, Algeria 0.15, Libya 0.05	LOCAL_HERITAGE 0.42, HERITAGE_HERITAGE 0.53, LOCAL_LOCAL 0.04, HERITAGE_LOCAL 0.01
UEFA	Italy	EuroBalkans	6	Albania 0.28, Croatia 0.20, Serbia 0.16, Bosnia and Herzegovina 0.14, Kosovo 0.12, North Macedonia 0.10	LOCAL_HERITAGE 0.40, HERITAGE_HERITAGE 0.55, LOCAL_LOCAL 0.04, HERITAGE_LOCAL 0.01
UEFA	Italy	AfricaWest	4	Senegal 0.28, Nigeria 0.24, Ghana 0.18, Ivory Coast 0.15, Mali 0.15	LOCAL_HERITAGE 0.38, HERITAGE_HERITAGE 0.57, LOCAL_LOCAL 0.04, HERITAGE_LOCAL 0.01
UEFA	Italy	Levant	2	Lebanon 0.35, Syria 0.30, Palestine 0.20, Iraq 0.15	LOCAL_HERITAGE 0.42, HERITAGE_HERITAGE 0.53, LOCAL_LOCAL 0.04, HERITAGE_LOCAL 0.01
UEFA	Italy	Anatolian	2	Turkey 0.85, Italy 0.15	LOCAL_HERITAGE 0.40, HERITAGE_HERITAGE 0.55, LOCAL_LOCAL 0.04, HERITAGE_LOCAL 0.01
UEFA	Italy	SouthAmericaNorth	3	Argentina 0.40, Brazil 0.25, Uruguay 0.20, Venezuela 0.15	LOCAL_HERITAGE 0.42, HERITAGE_HERITAGE 0.53, LOCAL_LOCAL 0.04, HERITAGE_LOCAL 0.01
UEFA	Poland	EuroEast	86	Poland 0.97, Czech Republic 0.03	LOCAL_LOCAL 0.95, DOUBLE_SURNAME_LOCAL_LOCAL 0.03, COMPOUND_GIVEN_LOCAL_LOCAL 0.02
UEFA	Poland	EuroCentral	5	Poland 0.72, Germany 0.18, Czech Republic 0.10	LOCAL_HERITAGE 0.52, HERITAGE_HERITAGE 0.38, LOCAL_LOCAL 0.08, HERITAGE_LOCAL 0.02
UEFA	Poland	EuroNorth	4	Poland 0.75, Lithuania 0.15, Sweden 0.10	LOCAL_LOCAL 0.95, DOUBLE_SURNAME_LOCAL_LOCAL 0.03, COMPOUND_GIVEN_LOCAL_LOCAL 0.02
UEFA	Poland	EuroBalkans	2	Croatia 0.30, Serbia 0.25, Bosnia and Herzegovina 0.20, Romania 0.15, Hungary 0.10	LOCAL_HERITAGE 0.44, HERITAGE_HERITAGE 0.51, LOCAL_LOCAL 0.04, HERITAGE_LOCAL 0.01
UEFA	Poland	AfricaWest	3	Nigeria 0.35, Ghana 0.25, Senegal 0.20, Ivory Coast 0.20	LOCAL_HERITAGE 0.38, HERITAGE_HERITAGE 0.57, LOCAL_LOCAL 0.04, HERITAGE_LOCAL 0.01
UEFA	Czech Republic	EuroCentral	65	Czech Republic 0.85, Slovakia 0.10, Germany 0.03, Austria 0.02	LOCAL_LOCAL 0.95, DOUBLE_SURNAME_LOCAL_LOCAL 0.03, COMPOUND_GIVEN_LOCAL_LOCAL 0.02
UEFA	Czech Republic	EuroEast	20	Czech Republic 0.56, Slovakia 0.20, Poland 0.14, Ukraine 0.10	LOCAL_LOCAL 0.90, DOUBLE_SURNAME_LOCAL_LOCAL 0.05, COMPOUND_GIVEN_LOCAL_LOCAL 0.05
UEFA	Czech Republic	EuroNorth	4	Czech Republic 0.70, Germany 0.15, Poland 0.15	LOCAL_LOCAL 0.95, DOUBLE_SURNAME_LOCAL_LOCAL 0.03, COMPOUND_GIVEN_LOCAL_LOCAL 0.02
UEFA	Czech Republic	EuroBalkans	4	Slovakia 0.25, Serbia 0.25, Croatia 0.20, Bosnia and Herzegovina 0.15, Romania 0.15	LOCAL_HERITAGE 0.44, HERITAGE_HERITAGE 0.51, LOCAL_LOCAL 0.04, HERITAGE_LOCAL 0.01
UEFA	Czech Republic	SEA Vietic	3	Vietnam 0.90, Czech Republic 0.10	LOCAL_HERITAGE 0.42, HERITAGE_HERITAGE 0.53, LOCAL_LOCAL 0.04, HERITAGE_LOCAL 0.01
UEFA	Czech Republic	EuroCentral	4	Slovakia 0.55, Czech Republic 0.45	LOCAL_HERITAGE 0.50, HERITAGE_HERITAGE 0.40, LOCAL_LOCAL 0.08, HERITAGE_LOCAL 0.02
UEFA	Slovakia	EuroEast	58	Slovakia 0.79, Czech Republic 0.10, Hungary 0.06, Poland 0.05	LOCAL_LOCAL 0.95, DOUBLE_SURNAME_LOCAL_LOCAL 0.03, COMPOUND_GIVEN_LOCAL_LOCAL 0.02
UEFA	Slovakia	EuroCentral	23	Slovakia 0.56, Czech Republic 0.20, Austria 0.14, Hungary 0.10	LOCAL_LOCAL 0.90, DOUBLE_SURNAME_LOCAL_LOCAL 0.05, COMPOUND_GIVEN_LOCAL_LOCAL 0.05
UEFA	Slovakia	EuroBalkans	8	Hungary 0.25, Serbia 0.20, Croatia 0.20, Bosnia and Herzegovina 0.20, Romania 0.15	LOCAL_HERITAGE 0.44, HERITAGE_HERITAGE 0.51, LOCAL_LOCAL 0.04, HERITAGE_LOCAL 0.01
UEFA	Slovakia	EuroNorth	5	Slovakia 0.70, Poland 0.20, Czech Republic 0.10	LOCAL_LOCAL 0.95, DOUBLE_SURNAME_LOCAL_LOCAL 0.03, COMPOUND_GIVEN_LOCAL_LOCAL 0.02
UEFA	Slovakia	AfricaWest	3	Nigeria 0.35, Ghana 0.25, Senegal 0.20, Mali 0.20	LOCAL_HERITAGE 0.38, HERITAGE_HERITAGE 0.57, LOCAL_LOCAL 0.04, HERITAGE_LOCAL 0.01
UEFA	Slovakia	Anatolian	3	Turkey 0.85, Slovakia 0.15	LOCAL_HERITAGE 0.40, HERITAGE_HERITAGE 0.55, LOCAL_LOCAL 0.04, HERITAGE_LOCAL 0.01
UEFA	Hungary	EuroEast	66	Hungary 0.87, Romania 0.05, Slovakia 0.04, Serbia 0.04	LOCAL_LOCAL 0.95, DOUBLE_SURNAME_LOCAL_LOCAL 0.03, COMPOUND_GIVEN_LOCAL_LOCAL 0.02
UEFA	Hungary	EuroCentral	14	Hungary 0.56, Austria 0.20, Slovakia 0.14, Czech Republic 0.10	LOCAL_LOCAL 0.90, DOUBLE_SURNAME_LOCAL_LOCAL 0.05, COMPOUND_GIVEN_LOCAL_LOCAL 0.05
UEFA	Hungary	EuroBalkans	10	Serbia 0.30, Croatia 0.20, Bosnia and Herzegovina 0.20, Romania 0.15, North Macedonia 0.15	LOCAL_HERITAGE 0.44, HERITAGE_HERITAGE 0.51, LOCAL_LOCAL 0.04, HERITAGE_LOCAL 0.01
UEFA	Hungary	Anatolian	4	Turkey 0.75, Hungary 0.25	LOCAL_HERITAGE 0.40, HERITAGE_HERITAGE 0.55, LOCAL_LOCAL 0.04, HERITAGE_LOCAL 0.01
UEFA	Hungary	Levant	2	Syria 0.35, Iraq 0.30, Lebanon 0.20, Palestine 0.15	LOCAL_HERITAGE 0.42, HERITAGE_HERITAGE 0.53, LOCAL_LOCAL 0.04, HERITAGE_LOCAL 0.01
UEFA	Hungary	AfricaWest	2	Nigeria 0.35, Ghana 0.25, Senegal 0.20, Ivory Coast 0.20	LOCAL_HERITAGE 0.38, HERITAGE_HERITAGE 0.57, LOCAL_LOCAL 0.04, HERITAGE_LOCAL 0.01
UEFA	Hungary	Caucasus	2	Armenia 0.45, Georgia 0.30, Azerbaijan 0.25	LOCAL_HERITAGE 0.44, HERITAGE_HERITAGE 0.51, LOCAL_LOCAL 0.04, HERITAGE_LOCAL 0.01
UEFA	Romania	EuroEast	70	Romania 0.89, Moldova 0.06, Serbia 0.03, Hungary 0.02	LOCAL_LOCAL 0.95, DOUBLE_SURNAME_LOCAL_LOCAL 0.03, COMPOUND_GIVEN_LOCAL_LOCAL 0.02
UEFA	Romania	EuroBalkans	10	Serbia 0.25, Bulgaria 0.25, Albania 0.15, North Macedonia 0.15, Croatia 0.10, Bosnia and Herzegovina 0.10	LOCAL_HERITAGE 0.44, HERITAGE_HERITAGE 0.51, LOCAL_LOCAL 0.04, HERITAGE_LOCAL 0.01
UEFA	Romania	EuroCentral	6	Hungary 0.45, Romania 0.35, Austria 0.10, Slovakia 0.10	LOCAL_HERITAGE 0.50, HERITAGE_HERITAGE 0.40, LOCAL_LOCAL 0.08, HERITAGE_LOCAL 0.02
UEFA	Romania	Anatolian	3	Turkey 0.70, Romania 0.30	LOCAL_HERITAGE 0.40, HERITAGE_HERITAGE 0.55, LOCAL_LOCAL 0.04, HERITAGE_LOCAL 0.01
UEFA	Romania	Levant	2	Syria 0.35, Lebanon 0.25, Iraq 0.25, Palestine 0.15	LOCAL_HERITAGE 0.42, HERITAGE_HERITAGE 0.53, LOCAL_LOCAL 0.04, HERITAGE_LOCAL 0.01
UEFA	Romania	Caucasus	3	Armenia 0.45, Georgia 0.35, Azerbaijan 0.20	LOCAL_HERITAGE 0.44, HERITAGE_HERITAGE 0.51, LOCAL_LOCAL 0.04, HERITAGE_LOCAL 0.01
UEFA	Romania	AfricaWest	2	Nigeria 0.35, Ghana 0.25, Senegal 0.20, Ivory Coast 0.20	LOCAL_HERITAGE 0.38, HERITAGE_HERITAGE 0.57, LOCAL_LOCAL 0.04, HERITAGE_LOCAL 0.01
UEFA	Romania	EuroNorth	4	Romania 0.70, Moldova 0.20, Ukraine 0.10	LOCAL_LOCAL 0.95, DOUBLE_SURNAME_LOCAL_LOCAL 0.03, COMPOUND_GIVEN_LOCAL_LOCAL 0.02
UEFA	Slovenia	EuroCentral	48	Slovenia 0.78, Croatia 0.10, Austria 0.07, Italy 0.05	LOCAL_LOCAL 0.95, DOUBLE_SURNAME_LOCAL_LOCAL 0.03, COMPOUND_GIVEN_LOCAL_LOCAL 0.02
UEFA	Slovenia	EuroBalkans	34	Slovenia 0.58, Croatia 0.20, Serbia 0.10, Bosnia and Herzegovina 0.07, Italy 0.05	LOCAL_LOCAL 0.92, DOUBLE_SURNAME_LOCAL_LOCAL 0.05, COMPOUND_GIVEN_LOCAL_LOCAL 0.03
UEFA	Slovenia	EuroItaMed	8	Italy 0.45, Slovenia 0.40, Croatia 0.15	LOCAL_HERITAGE 0.50, HERITAGE_HERITAGE 0.40, LOCAL_LOCAL 0.08, HERITAGE_LOCAL 0.02
UEFA	Slovenia	EuroEast	4	Croatia 0.35, Hungary 0.25, Slovakia 0.20, Slovenia 0.20	LOCAL_HERITAGE 0.48, HERITAGE_HERITAGE 0.45, LOCAL_LOCAL 0.05, HERITAGE_LOCAL 0.02
UEFA	Slovenia	AfricaWest	2	Nigeria 0.35, Ghana 0.25, Senegal 0.20, Ivory Coast 0.20	LOCAL_HERITAGE 0.38, HERITAGE_HERITAGE 0.57, LOCAL_LOCAL 0.04, HERITAGE_LOCAL 0.01
UEFA	Slovenia	EuroBalkans	2	Bosnia and Herzegovina 0.35, Serbia 0.25, Croatia 0.20, Kosovo 0.20	LOCAL_HERITAGE 0.40, HERITAGE_HERITAGE 0.55, LOCAL_LOCAL 0.04, HERITAGE_LOCAL 0.01
UEFA	Slovenia	EuroCentral	2	Serbia 0.50, Croatia 0.30, Bosnia and Herzegovina 0.20	LOCAL_HERITAGE 0.42, HERITAGE_HERITAGE 0.53, LOCAL_LOCAL 0.04, HERITAGE_LOCAL 0.01
UEFA	Ukraine	EuroEast	69	Ukraine 0.87, Belarus 0.05, Moldova 0.04, Russia 0.04	LOCAL_LOCAL 0.95, DOUBLE_SURNAME_LOCAL_LOCAL 0.03, COMPOUND_GIVEN_LOCAL_LOCAL 0.02
UEFA	Ukraine	EuroCentral	10	Poland 0.35, Ukraine 0.30, Slovakia 0.15, Hungary 0.10, Romania 0.10	LOCAL_LOCAL 0.90, DOUBLE_SURNAME_LOCAL_LOCAL 0.05, COMPOUND_GIVEN_LOCAL_LOCAL 0.05
UEFA	Ukraine	EuroNorth	6	Ukraine 0.60, Belarus 0.20, Lithuania 0.10, Poland 0.10	LOCAL_LOCAL 0.95, DOUBLE_SURNAME_LOCAL_LOCAL 0.03, COMPOUND_GIVEN_LOCAL_LOCAL 0.02
UEFA	Ukraine	EuroBalkans	5	Romania 0.25, Moldova 0.25, Bulgaria 0.20, Serbia 0.15, Albania 0.15	LOCAL_HERITAGE 0.44, HERITAGE_HERITAGE 0.51, LOCAL_LOCAL 0.04, HERITAGE_LOCAL 0.01
UEFA	Ukraine	Anatolian	3	Turkey 0.65, Ukraine 0.35	LOCAL_HERITAGE 0.38, HERITAGE_HERITAGE 0.57, LOCAL_LOCAL 0.04, HERITAGE_LOCAL 0.01
UEFA	Ukraine	Caucasus	3	Armenia 0.40, Georgia 0.35, Azerbaijan 0.25	LOCAL_HERITAGE 0.44, HERITAGE_HERITAGE 0.51, LOCAL_LOCAL 0.04, HERITAGE_LOCAL 0.01
UEFA	Ukraine	AfricaWest	2	Nigeria 0.35, Ghana 0.25, Senegal 0.20, Mali 0.20	LOCAL_HERITAGE 0.38, HERITAGE_HERITAGE 0.57, LOCAL_LOCAL 0.04, HERITAGE_LOCAL 0.01
UEFA	Ukraine	Levant	2	Syria 0.35, Iraq 0.30, Lebanon 0.20, Palestine 0.15	LOCAL_HERITAGE 0.42, HERITAGE_HERITAGE 0.53, LOCAL_LOCAL 0.04, HERITAGE_LOCAL 0.01
UEFA	Croatia	EuroBalkans	72	Croatia 0.88, Bosnia and Herzegovina 0.05, Serbia 0.05, Slovenia 0.02	LOCAL_LOCAL 0.95, DOUBLE_SURNAME_LOCAL_LOCAL 0.03, COMPOUND_GIVEN_LOCAL_LOCAL 0.02
UEFA	Croatia	EuroItaMed	10	Italy 0.40, Croatia 0.35, Slovenia 0.15, Serbia 0.10	LOCAL_HERITAGE 0.50, HERITAGE_HERITAGE 0.40, LOCAL_LOCAL 0.08, HERITAGE_LOCAL 0.02
UEFA	Croatia	EuroCentral	6	Slovenia 0.35, Austria 0.25, Croatia 0.25, Hungary 0.15	LOCAL_HERITAGE 0.50, HERITAGE_HERITAGE 0.40, LOCAL_LOCAL 0.08, HERITAGE_LOCAL 0.02
UEFA	Croatia	EuroEast	4	Serbia 0.35, Hungary 0.25, Bosnia and Herzegovina 0.20, Croatia 0.20	LOCAL_HERITAGE 0.48, HERITAGE_HERITAGE 0.45, LOCAL_LOCAL 0.05, HERITAGE_LOCAL 0.02
UEFA	Croatia	AfricaWest	2	Nigeria 0.35, Ghana 0.25, Senegal 0.20, Ivory Coast 0.20	LOCAL_HERITAGE 0.38, HERITAGE_HERITAGE 0.57, LOCAL_LOCAL 0.04, HERITAGE_LOCAL 0.01
UEFA	Croatia	Anatolian	2	Turkey 0.75, Croatia 0.25	LOCAL_HERITAGE 0.40, HERITAGE_HERITAGE 0.55, LOCAL_LOCAL 0.04, HERITAGE_LOCAL 0.01
UEFA	Croatia	EuroBalkans	4	Bosnia and Herzegovina 0.45, Serbia 0.20, Kosovo 0.15, North Macedonia 0.10, Albania 0.10	LOCAL_HERITAGE 0.42, HERITAGE_HERITAGE 0.53, LOCAL_LOCAL 0.04, HERITAGE_LOCAL 0.01
UEFA	Serbia	EuroBalkans	78	Serbia 0.90, Bosnia and Herzegovina 0.05,  Croatia 0.03, North Macedonia 0.02	LOCAL_LOCAL 0.95, DOUBLE_SURNAME_LOCAL_LOCAL 0.03, COMPOUND_GIVEN_LOCAL_LOCAL 0.02
UEFA	Serbia	EuroEast	8	Serbia 0.50, Romania 0.20, Hungary 0.15, Bulgaria 0.15	LOCAL_LOCAL 0.90, DOUBLE_SURNAME_LOCAL_LOCAL 0.05, COMPOUND_GIVEN_LOCAL_LOCAL 0.05
UEFA	Serbia	EuroCentral	4	Hungary 0.30, Serbia 0.30, Croatia 0.20, Austria 0.20	LOCAL_HERITAGE 0.50, HERITAGE_HERITAGE 0.40, LOCAL_LOCAL 0.08, HERITAGE_LOCAL 0.02
UEFA	Serbia	Anatolian	4	Turkey 0.75, Serbia 0.25	LOCAL_HERITAGE 0.40, HERITAGE_HERITAGE 0.55, LOCAL_LOCAL 0.04, HERITAGE_LOCAL 0.01
UEFA	Serbia	EuroBalkans	2	Bosnia and Herzegovina 0.45, Serbia 0.25, Kosovo 0.20, North Macedonia 0.20	LOCAL_HERITAGE 0.42, HERITAGE_HERITAGE 0.53, LOCAL_LOCAL 0.04, HERITAGE_LOCAL 0.01
UEFA	Serbia	AfricaWest	2	Nigeria 0.35, Ghana 0.25, Senegal 0.20, Mali 0.20	LOCAL_HERITAGE 0.38, HERITAGE_HERITAGE 0.57, LOCAL_LOCAL 0.04, HERITAGE_LOCAL 0.01
UEFA	Serbia	Levant	2	Syria 0.35, Iraq 0.30, Lebanon 0.20, Palestine 0.15	LOCAL_HERITAGE 0.42, HERITAGE_HERITAGE 0.53, LOCAL_LOCAL 0.04, HERITAGE_LOCAL 0.01
UEFA	Bosnia and Herzegovina	EuroBalkans	82	Bosnia and Herzegovina 0.72, Serbia 0.18, Croatia 0.10	LOCAL_LOCAL 0.95, DOUBLE_SURNAME_LOCAL_LOCAL 0.03, COMPOUND_GIVEN_LOCAL_LOCAL 0.02
UEFA	Bosnia and Herzegovina	EuroEast	4	Serbia 0.40, Bosnia and Herzegovina 0.35, Croatia 0.25	LOCAL_HERITAGE 0.48, HERITAGE_HERITAGE 0.45, LOCAL_LOCAL 0.05, HERITAGE_LOCAL 0.02
UEFA	Bosnia and Herzegovina	EuroItaMed	4	Croatia 0.45, Bosnia and Herzegovina 0.45, Italy 0.10	LOCAL_HERITAGE 0.50, HERITAGE_HERITAGE 0.40, LOCAL_LOCAL 0.08, HERITAGE_LOCAL 0.02
UEFA	Bosnia and Herzegovina	Levant	4	Bosnia and Herzegovina  0.75, Turkey 0.25	LOCAL_HERITAGE 0.48, HERITAGE_HERITAGE 0.45, LOCAL_LOCAL 0.05, HERITAGE_LOCAL 0.02
UEFA	Bosnia and Herzegovina	AfricaWest	2	Nigeria 0.35, Ghana 0.25, Senegal 0.20, Mali 0.20	LOCAL_HERITAGE 0.38, HERITAGE_HERITAGE 0.57, LOCAL_LOCAL 0.04, HERITAGE_LOCAL 0.01
UEFA	Bosnia and Herzegovina	Anatolian	2	Turkey 0.75, Bosnia and Herzegovina 0.25	LOCAL_HERITAGE 0.40, HERITAGE_HERITAGE 0.55, LOCAL_LOCAL 0.04, HERITAGE_LOCAL 0.01
UEFA	Bosnia and Herzegovina	EuroBalkans	2	Kosovo 0.35, Serbia 0.25, Croatia 0.20, Albania 0.20	LOCAL_HERITAGE 0.42, HERITAGE_HERITAGE 0.53, LOCAL_LOCAL 0.04, HERITAGE_LOCAL 0.01
UEFA	Bulgaria	EuroBalkans	52	Bulgaria 0.84, North Macedonia 0.06, Serbia 0.05, Romania 0.05	LOCAL_LOCAL 0.95, DOUBLE_SURNAME_LOCAL_LOCAL 0.03, COMPOUND_GIVEN_LOCAL_LOCAL 0.02
UEFA	Bulgaria	EuroEast	18	Bulgaria 0.55, Romania 0.20, Serbia 0.10, Turkey 0.10, North Macedonia 0.05	LOCAL_LOCAL 0.90, DOUBLE_SURNAME_LOCAL_LOCAL 0.05, COMPOUND_GIVEN_LOCAL_LOCAL 0.05
UEFA	Bulgaria	Anatolian	8	Turkey 0.72, Bulgaria 0.28	LOCAL_HERITAGE 0.40, HERITAGE_HERITAGE 0.55, LOCAL_LOCAL 0.04, HERITAGE_LOCAL 0.01
UEFA	Bulgaria	EuroCentral	4	Romania 0.35, Serbia 0.25, Hungary 0.20, Bulgaria 0.20	LOCAL_HERITAGE 0.50, HERITAGE_HERITAGE 0.40, LOCAL_LOCAL 0.08, HERITAGE_LOCAL 0.02
UEFA	Bulgaria	Levant	2	Syria 0.35, Iraq 0.30, Lebanon 0.20, Palestine 0.15	LOCAL_HERITAGE 0.42, HERITAGE_HERITAGE 0.53, LOCAL_LOCAL 0.04, HERITAGE_LOCAL 0.01
UEFA	Bulgaria	AfricaWest	2	Nigeria 0.35, Ghana 0.25, Senegal 0.20, Mali 0.20	LOCAL_HERITAGE 0.38, HERITAGE_HERITAGE 0.57, LOCAL_LOCAL 0.04, HERITAGE_LOCAL 0.01
UEFA	Bulgaria	EuroBalkans	10	North Macedonia 0.30, Serbia 0.20, Albania 0.15, Kosovo 0.15, Romania 0.10, Greece 0.10	LOCAL_HERITAGE 0.42, HERITAGE_HERITAGE 0.53, LOCAL_LOCAL 0.04, HERITAGE_LOCAL 0.01
UEFA	Bulgaria	Caucasus	4	Armenia 0.45, Georgia 0.30, Azerbaijan 0.25	LOCAL_HERITAGE 0.44, HERITAGE_HERITAGE 0.51, LOCAL_LOCAL 0.04, HERITAGE_LOCAL 0.01
UEFA	Greece	EuroItaMed	50	Greece 1	LOCAL_LOCAL 0.95, DOUBLE_SURNAME_LOCAL_LOCAL 0.03, COMPOUND_GIVEN_LOCAL_LOCAL 0.02
UEFA	Greece	EuroBalkans	26	Greece 0.48, Albania 0.20, North Macedonia 0.12, Bulgaria 0.10, Serbia 0.10	LOCAL_LOCAL 0.92, DOUBLE_SURNAME_LOCAL_LOCAL 0.05, COMPOUND_GIVEN_LOCAL_LOCAL 0.03
UEFA	Greece	Levant	8	Greece 0.55, Lebanon 0.20, Syria 0.15, Palestine 0.10	LOCAL_HERITAGE 0.48, HERITAGE_HERITAGE 0.45, LOCAL_LOCAL 0.05, HERITAGE_LOCAL 0.02
UEFA	Greece	Anatolian	6	Turkey 0.65, Greece 0.35	LOCAL_HERITAGE 0.42, HERITAGE_HERITAGE 0.53, LOCAL_LOCAL 0.04, HERITAGE_LOCAL 0.01
UEFA	Greece	EuroEast	4	Bulgaria 0.30, Romania 0.25, Serbia 0.20, Greece 0.25	LOCAL_HERITAGE 0.48, HERITAGE_HERITAGE 0.45, LOCAL_LOCAL 0.05, HERITAGE_LOCAL 0.02
UEFA	Greece	AfricaNorth	4	Egypt 0.35, Libya 0.25, Tunisia 0.20, Morocco 0.20	LOCAL_HERITAGE 0.42, HERITAGE_HERITAGE 0.53, LOCAL_LOCAL 0.04, HERITAGE_LOCAL 0.01
UEFA	Greece	AfricaWest	2	Nigeria 0.35, Ghana 0.25, Senegal 0.20, Mali 0.20	LOCAL_HERITAGE 0.38, HERITAGE_HERITAGE 0.57, LOCAL_LOCAL 0.04, HERITAGE_LOCAL 0.01
UEFA	Turkey	Anatolian	73	Turkey 0.95, Bulgaria 0.02, Germany 0.03	LOCAL_LOCAL 0.95, DOUBLE_SURNAME_LOCAL_LOCAL 0.03, COMPOUND_GIVEN_LOCAL_LOCAL 0.02
UEFA	Turkey	EuroBalkans	7	Bosnia and Herzegovina 0.20, Bulgaria 0.20, Albania 0.20, North Macedonia 0.20, Kosovo 0.20	LOCAL_HERITAGE 0.48, HERITAGE_HERITAGE 0.45, LOCAL_LOCAL 0.05, HERITAGE_LOCAL 0.02
UEFA	Turkey	Caucasus	6	Georgia 0.30, Azerbaijan 0.30, Armenia 0.15, Russia 0.25	LOCAL_HERITAGE 0.48, HERITAGE_HERITAGE 0.45, LOCAL_LOCAL 0.05, HERITAGE_LOCAL 0.02
UEFA	Turkey	Levant	5	Syria 0.40, Iraq 0.30, Lebanon 0.15, Palestine 0.15	LOCAL_HERITAGE 0.44, HERITAGE_HERITAGE 0.51, LOCAL_LOCAL 0.04, HERITAGE_LOCAL 0.01
UEFA	Turkey	Persia	3	Iran 0.85, Turkey 0.15	LOCAL_HERITAGE 0.44, HERITAGE_HERITAGE 0.51, LOCAL_LOCAL 0.04, HERITAGE_LOCAL 0.01
UEFA	Turkey	EuroItaMed	3	Turkey 0.55, Greece 0.45	LOCAL_HERITAGE 0.50, HERITAGE_HERITAGE 0.40, LOCAL_LOCAL 0.08, HERITAGE_LOCAL 0.02
UEFA	Turkey	AfricaWest	3	Nigeria 0.35, Ghana 0.25, Senegal 0.20, Mali 0.20	LOCAL_HERITAGE 0.38, HERITAGE_HERITAGE 0.57, LOCAL_LOCAL 0.04, HERITAGE_LOCAL 0.01
UEFA	Estonia	Finno	53	Estonia 0.90, Finland 0.10	LOCAL_LOCAL 0.95, DOUBLE_SURNAME_LOCAL_LOCAL 0.03, COMPOUND_GIVEN_LOCAL_LOCAL 0.02
UEFA	Estonia	EuroNorth	18	Estonia 0.56, Finland 0.24, Sweden 0.10, Latvia 0.10	LOCAL_LOCAL 0.90, DOUBLE_SURNAME_LOCAL_LOCAL 0.05, COMPOUND_GIVEN_LOCAL_LOCAL 0.05
UEFA	Estonia	EuroEast	14	Estonia 0.45, Russia 0.35, Latvia 0.10, Ukraine 0.10	LOCAL_LOCAL 0.88, DOUBLE_SURNAME_LOCAL_LOCAL 0.06, COMPOUND_GIVEN_LOCAL_LOCAL 0.06
